gene_id,gene_symbol,logFC_CRISPRoff,padj_CRISPRoff,logFC_KO,padj_KO,significant
ENSG00000111790.14,FGFR1OP2,0.2593442569549,0.12543631862959484,0.489384976761971,0.01563331577073491,KO only
ENSG00000068097.16,HEATR6,0.2883925473572214,0.12568985648741166,0.4472291667364048,0.3185436003107618,Not significant
ENSG00000137841.12,PLCB2,-0.36433900497112665,0.12572028875650332,-0.2697604546716536,0.5696717549612026,Not significant
ENSG00000100209.11,HSCB,-0.7982964170958169,0.12577079164012203,-0.486992598069123,0.6738849071036369,Not significant
ENSG00000168310.12,IRF2,0.2573158903396687,0.12614611852597443,-0.01275926203402808,0.9723121748233032,Not significant
ENSG00000128739.23,SNRPN,0.3273030759045544,0.12617980024904285,0.2312435287859616,0.4146770371996687,Not significant
ENSG00000215114.10,UBXN2B,-0.3902154167381648,0.12618595157749082,-0.08131119105259775,0.9188101172390648,Not significant
ENSG00000172071.15,EIF2AK3,-0.2779501376630168,0.1262103369818545,0.21815509355366927,0.7122090294027722,Not significant
ENSG00000001461.18,NIPAL3,-0.37246061495684873,0.1262103369818545,0.00913557266978652,0.9802757245702032,Not significant
ENSG00000122966.18,CIT,0.2928140522370256,0.1262103369818545,0.5083302508877038,0.13900848560621357,Not significant
ENSG00000103415.12,HMOX2,-0.31410338769684276,0.1262103369818545,-0.25756450309190104,0.62491833053431,Not significant
ENSG00000197147.15,LRRC8B,0.38470697511692786,0.1262103369818545,0.21677561147256727,0.5516115142527327,Not significant
ENSG00000104979.9,C19orf53,-0.3231943331387732,0.1262103369818545,-0.1101640572626337,0.7940171349730076,Not significant
ENSG00000171466.10,ZNF562,-0.377523042590566,0.1262103369818545,0.17341969844898647,0.7686990244712889,Not significant
ENSG00000198468.12,FLVCR1-DT,-1.125761896068471,0.1262103369818545,-0.00229250063813078,0.9978325200169972,Not significant
ENSG00000118496.5,FBXO30,0.3856181772605539,0.1262103369818545,0.45741011795283537,0.2813080089036148,Not significant
ENSG00000169592.15,INO80E,-0.3606845039361365,0.12626168318156017,-0.09401517428170324,0.894361384080861,Not significant
ENSG00000156313.15,RPGR,-0.991412345990064,0.12626168318156017,-0.5686485558361625,0.23510749677396503,Not significant
ENSG00000167778.9,SPRYD3,-0.337461180514304,0.12626168318156017,-0.9286284088241612,0.16652645197570357,Not significant
ENSG00000139083.11,ETV6,0.3749857593658023,0.12626168318156017,-0.04828020215340101,0.900380696225064,Not significant
ENSG00000100426.8,ZBED4,-0.26427025091314255,0.12626356144054396,-0.048390912405914,0.8991935332466058,Not significant
ENSG00000143379.13,SETDB1,-0.27122143213677413,0.12632154966869916,-0.22705087059211584,0.6424176842450096,Not significant
ENSG00000292333.1,P2RY8,0.2709642483413546,0.12647541106815877,0.3770575978421717,0.9475415853153252,Not significant
ENSG00000185619.19,PCGF3,0.4702233816337699,0.12667212340448766,-0.1463021722513408,0.7143820953090613,Not significant
ENSG00000160256.14,SLX9,-0.5403112407244902,0.12682339909625526,-0.7377208946270859,0.5054973075609376,Not significant
ENSG00000100823.12,APEX1,-0.34561482701678875,0.12682339909625526,-0.4205896750245442,0.06619891076811604,Not significant
ENSG00000269893.11,SNHG8,-0.6275493193941942,0.12687391908464574,-0.99695357830420706,1.8843455764473293e-4,KO only
ENSG00000267519.7,NA,-1.873102417250743,0.12695032013051366,0.2650513667616086,0.7246396911358035,Not significant
ENSG00000197548.13,ATG7,0.4154733684333409,0.1270348790645849,-1.012170285595288,0.16272917479813784,Not significant
ENSG00000132294.15,EFR3A,0.21826232819848693,0.1270447767699133,0.1507548420464732,0.5280820943431276,Not significant
ENSG00000197296.6,FITM2,-0.7548086599878435,0.1273390072294117,-0.18934982712643228,0.8449879613389919,Not significant
ENSG00000118058.25,KMT2A,0.537921608812939,0.12737057515733602,0.32071239265536794,0.05029097795264099,Not significant
ENSG00000147649.10,MTDH,-0.24666799323774416,0.12737057515733602,-0.05326475669867197,0.8064392065343521,Not significant
ENSG00000122644.13,ARL4A,-0.410184671066556,0.12742884664089196,-0.26059987722745176,0.5684373508589842,Not significant
ENSG00000189369.9,GSPT2,0.56911359019753,0.12742884664089196,-0.14479394154182135,0.7482706747970348,Not significant
ENSG00000175691.9,ZNF77,-1.3388903287711096,0.1275821496176949,0.8617112920085305,0.3643069334890725,Not significant
ENSG00000048828.18,FAM120A,0.1786967587702902,0.12762144703527942,-0.04851061370112598,0.8203172745313693,Not significant
ENSG00000288872.2,NA,-3.6592297606789534,0.12766581479572647,-0.17656409011018792,0.7782529146317273,Not significant
ENSG00000145050.19,MANF,0.31928715189573564,0.1276916552524923,0.28429395661631746,0.502397939184822,Not significant
ENSG00000307433.1,NA,1.4405957866250108,0.1277084238181453,0.8423278478997173,0.23730439010613236,Not significant
ENSG00000099917.17,MED15,0.23866759032974333,0.1277084238181453,-0.05807705540525021,0.9322018427695924,Not significant
ENSG00000138036.18,DYNC2LI1,0.7491553699281983,0.12783094490865415,0.6022996004761684,0.37795048363223394,Not significant
ENSG00000290791.2,NA,-1.3105370483548338,0.12783094490865415,0.2860672666527365,0.6765163203808704,Not significant
ENSG00000155592.16,ZKSCAN2,0.3920279206088642,0.12783451601572288,1.1474314860113577,0.2619239302593787,Not significant
ENSG00000164944.12,VIRMA,-0.2323305879189344,0.1281329616931783,-0.10935435825537952,0.7435161599847917,Not significant
ENSG00000114166.8,KAT2B,0.3093143662816466,0.12835154318741324,0.29618357382565974,0.2823669867944542,Not significant
ENSG00000236859.9,NIFK-AS1,-1.1268568728726032,0.12839355591017138,-0.2073034257560388,0.5996029471951164,Not significant
ENSG00000291099.2,NA,-1.945065296883856,0.12859909118844004,-1.402375236215202,0.0633502873766201,Not significant
ENSG00000110218.9,PANX1,0.29601531434634454,0.12860549566986818,0.4086655842001956,0.5260081386819158,Not significant
ENSG00000227888.5,NA,0.7567193215966436,0.12877254763539897,0.2977999546098575,0.7041522522476135,Not significant
ENSG00000146232.17,NFKBIE,0.5471815446208386,0.1288942006059259,0.4347490177908206,0.6276199004776888,Not significant
ENSG00000289929.2,NA,2.076966782312344,0.12902306941630262,0.4710229876545039,0.5913156453186381,Not significant
ENSG00000213246.7,SUPT4H1,-0.2933768495497783,0.12917502615024662,-0.2385419537351366,0.3458222385511777,Not significant
ENSG00000146285.15,SCML4,-0.6171804499847379,0.12943767671880418,-0.20725686725911435,0.5735710906465887,Not significant
ENSG00000035681.10,NSMAF,0.2320370700392037,0.12959440766762023,0.2660454694332064,0.32203455593913055,Not significant
ENSG00000279329.1,NA,-2.529891893325298,0.12968244828665107,-0.807759934124856,0.2762028215269335,Not significant
ENSG00000072274.14,TFRC,0.2753662651504134,0.12968244828665107,-0.2830364422394142,0.276506499465686,Not significant
ENSG00000089737.19,DDX24,0.25757378951685594,0.12968244828665107,0.2422653058176539,0.2308837068309008,Not significant
ENSG00000128607.14,KLHDC10,0.29362288668638065,0.12968585028772336,0.3457475679715554,0.449394576763026,Not significant
ENSG00000170085.18,SIMC1,0.3209069058116904,0.12990938513750971,0.04824458518829451,0.9471603853182368,Not significant
ENSG00000132965.10,ALOX5AP,0.5296466546053064,0.12990938513750971,0.4801553621043004,0.03439906040359095,KO only
ENSG00000108622.11,ICAM2,0.36072112557615366,0.12990938513750971,-0.803233663747547,0.11934284740693188,Not significant
ENSG00000155868.8,MED7,-0.4842940929833415,0.1299703398059119,0.6507582321851892,0.11811627286757875,Not significant
ENSG00000100983.12,GSS,0.3338945350128277,0.1299703398059119,0.2097926897222702,0.695992719504252,Not significant
ENSG00000118217.7,ATF6,0.2293817671118991,0.1299703398059119,0.3052157821552625,0.22003900549705613,Not significant
ENSG00000106003.14,LFNG,-0.308865072776696,0.1299703398059119,-0.2533162992905941,0.5874657937406795,Not significant
ENSG00000167770.13,OTUB1,-0.3162303613666785,0.1301694593715504,0.03069419628474375,0.9657851594512736,Not significant
ENSG00000091073.20,DTX2,-0.49463454146454167,0.1301858917269763,0.03325657029297966,0.9715626145611204,Not significant
ENSG00000124151.19,NCOA3,0.25120831004236044,0.13020684425407564,0.23272225792117293,0.26789409963131205,Not significant
ENSG00000138796.18,HADH,-0.3982905031876948,0.13050479287356417,1.4683391292497828e-4,0.9998035104936024,Not significant
ENSG00000285410.1,GABPB1-IT1,-0.6015097811251184,0.13050479287356417,-0.21025202603061652,0.455706543699286,Not significant
ENSG00000158604.16,TMED4,0.252617522392585,0.13072682529588725,0.3275198929977434,0.2916610779855601,Not significant
ENSG00000203326.12,ZNF525,-0.5173021108234961,0.13072682529588725,-0.1926249795115233,0.631790228529547,Not significant
ENSG00000134882.16,UBAC2,-0.2715444925097307,0.13092548429926848,0.02615493392189896,0.9621699856716072,Not significant
ENSG00000167525.16,PROCA1,2.0650677681862195,0.13100329790289383,-0.5799765356656014,0.5471904875686929,Not significant
ENSG00000231074.12,HCG18,-0.5198495326182283,0.1311019598141875,-0.7148663488272926,0.01902487293763029,KO only
ENSG00000163938.17,GNL3,-0.32933631272611386,0.1311019598141875,-0.6741758198271859,0.00350931163182573,KO only
ENSG00000100346.18,CACNA1I,-1.4086916033867685,0.1311019598141875,-1.290136884788125,0.21774790814258907,Not significant
ENSG00000073350.14,LLGL2,-1.2081745976622276,0.13117649424816624,-3.207259894840019,0.01720201184888338,KO only
ENSG00000167077.13,MEI1,-0.6430572137809277,0.1311790631513678,-0.4174841563996465,0.16983090347328156,Not significant
ENSG00000131389.18,SLC6A6,-0.31000585341009423,0.1313251745622257,-0.1696395495789027,0.6597891044095249,Not significant
ENSG00000188171.17,ZNF626,-0.7002194804479024,0.13161558460798248,0.02600247252707195,0.979078040780522,Not significant
ENSG00000054148.18,PHPT1,0.3571701635280735,0.13175284593768474,0.03121491836817496,0.9742273385768264,Not significant
ENSG00000267383.10,NA,-2.1729674467561844,0.13181079208850952,-0.17420396713928862,0.8738407548216559,Not significant
ENSG00000186666.6,BCDIN3D,-0.5791463191897949,0.13182367298381772,-0.8096796851040862,0.23305937114827657,Not significant
ENSG00000089327.16,FXYD5,-0.25403265521710944,0.13192604020537513,-0.24957384033043295,0.5287593093450874,Not significant
ENSG00000143753.14,DEGS1,0.19864843943200897,0.13193482925562375,0.28779036023573534,0.2859840865770962,Not significant
ENSG00000289357.1,NA,-1.9298042032763116,0.13197411288766855,-0.07455536942175621,0.9391168015519024,Not significant
ENSG00000108854.16,SMURF2,0.4487842784689975,0.13199605342641782,0.512753817149194,0.1415947009857509,Not significant
ENSG00000135127.12,BICDL1,-0.7332725118836847,0.1321293642519629,-0.34052969090633617,0.5312253437956028,Not significant
ENSG00000076053.12,RBM7,-0.4473379337924806,0.1321924345330978,0.1418928855197924,0.7476028213712275,Not significant
ENSG00000141219.16,MTNAP1,0.3006868225436017,0.1322505966455137,0.41228653887460415,0.36697796856027176,Not significant
ENSG00000166562.10,SEC11C,-0.3077713468919293,0.13245034280653792,0.3262898596332307,0.14366446732559857,Not significant
ENSG00000065427.15,KARS1,-0.20783504259247565,0.13250897116668786,-0.3306636145832871,0.12012329839241492,Not significant
ENSG00000244398.1,RPL36AP37,-0.715166848760981,0.13250897116668786,-0.6468433077532172,0.11485453979292602,Not significant
ENSG00000293442.2,PRKY,-0.9419381664096984,0.132885069367481,-0.8682104551446688,0.0141853627383931,KO only
ENSG00000157540.22,DYRK1A,0.30072911071094843,0.1328954110525238,0.17874664219084502,0.4041765448061632,Not significant
ENSG00000143322.22,ABL2,0.5106605985427778,0.13298423578761753,0.6282666294341936,0.11304980450243016,Not significant
ENSG00000123562.18,MORF4L2,0.28571542097986835,0.13307051067726472,0.6053682406409727,0.0192765515578636,KO only
ENSG00000117533.15,VAMP4,0.4097796138731061,0.13314445774044312,0.10938350861672028,0.780279670696284,Not significant
ENSG00000162434.14,JAK1,-0.2054570845586888,0.1335273170078651,0.00478401197690767,0.9854985118030758,Not significant
ENSG00000165006.14,UBAP1,-0.2592672131294083,0.13363217164312652,0.39660590815028735,0.3566736645824119,Not significant
ENSG00000005194.15,CIAPIN1,-0.3531590419929027,0.1337837808998381,-0.8566641448274107,0.19814441019500245,Not significant
ENSG00000137494.14,ANKRD42,0.6534124799146284,0.1338777982594008,1.9442973271724913,0.04037756965659458,KO only
ENSG00000152061.24,RABGAP1L,-0.2248969899053502,0.13391253198534545,0.18449545122052383,0.4542838995230807,Not significant
ENSG00000204713.11,TRIM27,-0.2785980916544521,0.13391253198534545,-0.4679439514284385,0.2992945112206407,Not significant
ENSG00000071994.11,PDCD2,-0.30018277677567407,0.13414553614634628,-0.35036475038077086,0.1614226420724416,Not significant
ENSG00000100241.22,SBF1,-0.20849803370657916,0.1344036595880608,-0.5802706705842825,0.02451322150415038,KO only
ENSG00000258890.8,CEP95,-0.49508326764816946,0.1344036595880608,-0.09780680751918916,0.8132682573274215,Not significant
ENSG00000187764.12,SEMA4D,-0.4953719081701189,0.1344036595880608,-0.6326551626807837,0.00251412129524544,KO only
ENSG00000245164.11,LINC00861,-0.9387723094085464,0.13441924802207933,-1.34473601452381,2.79769265090712e-4,KO only
ENSG00000133812.18,SBF2,-0.9883057350683152,0.13457874469532155,1.4346161415223515,0.02941015898075042,KO only
ENSG00000156261.13,CCT8,-0.23514824650515012,0.13462376600156964,0.13012223196153255,0.6002868059434053,Not significant
ENSG00000198586.14,TLK1,-0.3672861311021107,0.1346590080785019,0.14304979248921215,0.4865160267189626,Not significant
ENSG00000100304.13,TTLL12,-0.3516301766055342,0.1347050216974833,-1.622822438450186,0.05731291515827867,Not significant
ENSG00000024526.17,DEPDC1,0.4739783356484608,0.1349123678985637,0.4928157245878532,0.1615134772079592,Not significant
ENSG00000180096.13,SEPTIN1,-0.24176064716055656,0.1349123678985637,-0.309209016384399,0.3956416460452593,Not significant
ENSG00000160746.13,ANO10,-0.3788447001991164,0.1349123678985637,0.2950941624232957,0.7705193096423792,Not significant
ENSG00000136810.13,TXN,0.40638366921667046,0.13499774263372483,0.11759023324260652,0.6678050249023617,Not significant
ENSG00000159433.12,STARD9,0.7369685008759826,0.1350431685983407,0.8672805394039625,0.08981959595581365,Not significant
ENSG00000096746.18,HNRNPH3,0.2754189993226788,0.13556025345109593,0.38391980915260454,0.10174757204748518,Not significant
ENSG00000185304.16,RGPD2,-6.6369952058099,0.13582531859145316,0.917927465532224,0.1442196559611843,Not significant
ENSG00000092531.10,SNAP23,-0.2743829116251446,0.13588803042384387,-0.06500202187779676,0.8575018704983887,Not significant
ENSG00000149716.13,LTO1,-0.8229446083978933,0.13592855953861666,-0.22771803979349603,0.7282490898089076,Not significant
ENSG00000134905.17,CARS2,0.47434432092100454,0.1360730658703202,-0.3716087566792497,0.6507653093709369,Not significant
ENSG00000184743.13,ATL3,0.22450667007145744,0.13628603128938194,0.22960616611222265,0.5499156715699642,Not significant
ENSG00000126767.19,ELK1,0.27299383647711684,0.1363833785041753,0.10160527704341624,0.8711687657950427,Not significant
ENSG00000166289.6,PLEKHF1,-0.3549158365374305,0.1364021836160715,-0.2317893707913011,0.722089119458201,Not significant
ENSG00000092929.13,UNC13D,-0.2211117428925954,0.1364021836160715,-0.967481092906365,0.0515008213958267,Not significant
ENSG00000070761.8,CFAP20,0.315449985311604,0.13657143309010109,0.6558366406461413,0.12251505252988872,Not significant
ENSG00000105948.13,IFT56,0.6267782610732886,0.1367614311255514,0.5962224925934567,0.4881962150465166,Not significant
ENSG00000108582.12,CPD,0.2523983048660321,0.1367614311255514,0.980815959042094,0.00781368300393055,KO only
ENSG00000123159.16,GIPC1,-0.4091939127902232,0.13677045065812465,-0.9088748491585428,0.2062953206743425,Not significant
ENSG00000289276.1,NA,-3.7590670117139777,0.1367801489210373,0.02435566125418253,0.9757072804181436,Not significant
ENSG00000089876.12,DHX32,0.3781903603473584,0.1367801489210373,0.5323340789513571,0.42812248365315864,Not significant
ENSG00000215883.11,CYB5RL,0.5968437371409332,0.137029071572668,0.6856384867716617,0.3902269718291914,Not significant
ENSG00000143575.16,HAX1,-0.3192306283895477,0.13719813740227746,-0.30172109962720894,0.31132475516620245,Not significant
ENSG00000183044.12,ABAT,-0.54444563479477,0.13719813740227746,0.03412380707971917,0.9721418466324732,Not significant
ENSG00000137414.7,FAM8A1,-0.3925207862823258,0.13719813740227746,-0.17892852287583866,0.6442587646242355,Not significant
ENSG00000171617.16,ENC1,1.2351648117776062,0.13732784063277717,2.5770347827474356,0.01593877933803091,KO only
ENSG00000110713.18,NUP98,0.20520904428132497,0.1373650933813559,0.2874785445430571,0.3609685544513653,Not significant
ENSG00000102882.12,MAPK3,-0.35065241434315664,0.13756872998446923,0.766594523738998,0.17368576840965003,Not significant
ENSG00000172175.16,MALT1,0.30014910269722594,0.1376339515892356,0.5863185359177128,0.00879339933181405,KO only
ENSG00000036054.13,TBC1D23,-0.31755612600597855,0.1377561580657672,-0.10238392472121056,0.8130612932552593,Not significant
ENSG00000149313.11,AASDHPPT,-0.3292139394204875,0.1378484727716231,0.1207282179642822,0.70510828743703,Not significant
ENSG00000152422.16,XRCC4,-0.5055492800070962,0.1378665558513444,0.2815529170643347,0.5500029054724158,Not significant
ENSG00000062650.20,WAPL,0.2830215184005483,0.138212732297562,0.14885240750458256,0.5046019847587644,Not significant
ENSG00000113360.17,DROSHA,0.23009640128313288,0.138212732297562,0.0584619206111487,0.8990853597558514,Not significant
ENSG00000141959.17,PFKL,0.2494093117527805,0.138212732297562,-0.2106069911100486,0.6424176842450096,Not significant
ENSG00000196535.20,MYO18A,0.304592681610064,0.138212732297562,0.17878586328726867,0.6522806010079276,Not significant
ENSG00000141040.15,ZNF287,-0.8496156336588561,0.1386246663092939,-0.6644652738268769,0.4536156445951403,Not significant
ENSG00000145781.9,COMMD10,0.4957000752611097,0.13907900017166008,0.5117878668785517,0.132944474739033,Not significant
ENSG00000107951.15,MTPAP,-0.3741345930693528,0.13907967637860483,-0.316089368558233,0.4762761766469808,Not significant
ENSG00000123080.12,CDKN2C,0.3290000038074948,0.139627392128446,-0.15759267882352698,0.7812272170300077,Not significant
ENSG00000111206.13,FOXM1,0.2579351048993748,0.1396834540876476,0.5232980426254371,0.3000888480252117,Not significant
ENSG00000266389.2,NA,0.3973032577082936,0.1396834540876476,0.6232273548334334,0.4637013551749394,Not significant
ENSG00000139668.9,WDFY2,-0.3318601617588267,0.1399593269006759,-0.11781402839149728,0.8215643913783506,Not significant
ENSG00000165480.16,SKA3,-0.431989212405064,0.14033232996698344,-0.03357437128687461,0.9615791465632092,Not significant
ENSG00000136146.15,MED4,-0.26548381207869337,0.14033232996698344,0.21907216186090409,0.3127936770436488,Not significant
ENSG00000161996.19,WDR90,-1.037147221888479,0.14033232996698344,-0.17939550312658722,0.809504456431944,Not significant
ENSG00000144029.14,MRPS5,-0.29873239234583293,0.14053830192392172,0.02821595181258049,0.9443867934878698,Not significant
ENSG00000116396.15,KCNC4,-1.2092115784122126,0.14062531318229335,0.167496861211214,0.880794715658382,Not significant
ENSG00000168421.14,RHOH,0.22840489377645348,0.14062531318229335,-0.08341731193402666,0.7773712067559821,Not significant
ENSG00000166272.18,WBP1L,-0.2826164995303997,0.14062531318229335,-0.22563459234809277,0.5412756768057343,Not significant
ENSG00000107201.12,RIGI,0.408919418565552,0.14064087022425953,-0.09581510440011771,0.8172292340914535,Not significant
ENSG00000184508.12,HDDC3,-0.5132137150597381,0.1407816260703499,0.12852606398564695,0.8201050199986427,Not significant
ENSG00000272047.4,GTF2H5,0.4485130255128733,0.1409592645461447,0.27731484242300247,0.2732121565325585,Not significant
ENSG00000181904.9,C5orf24,0.3752070659002376,0.1409675658326106,0.32929834088428905,0.21296318410134488,Not significant
ENSG00000133739.16,LRRCC1,0.7704769796394921,0.1409860223279633,0.9894280988665474,0.00792104764128801,KO only
ENSG00000134910.14,STT3A,-0.23732653061990944,0.1410021025058168,-0.21788627227893032,0.6026385989205304,Not significant
ENSG00000135390.21,ATP5MC2,-0.29498814217556585,0.14118078852900534,-0.14869445818239077,0.6424176842450096,Not significant
ENSG00000177868.12,SVBP,0.571151693978682,0.14119258208728422,0.2975277705861322,0.5538426527420344,Not significant
ENSG00000266088.7,LOC105371773,-0.581234228806866,0.14120160493532244,-0.6867083262312609,0.24006926632827885,Not significant
ENSG00000145817.17,YIPF5,-0.28586900441891633,0.1412333591382123,0.24728429303105795,0.39474064269577475,Not significant
ENSG00000102030.16,NAA10,-0.30924946928263014,0.14127384462632786,-0.6190731503079147,0.33913326231742935,Not significant
ENSG00000177981.11,ASB8,-0.3006394388100507,0.1412884454588269,-0.06978668954392858,0.8838390482996825,Not significant
ENSG00000138821.14,SLC39A8,0.29170844605380297,0.1412884454588269,0.659186266042737,0.03202474363854596,KO only
ENSG00000286285.2,NA,-4.130480142881563,0.14156785631511,-1.0419122590059713,0.1774485763306226,Not significant
ENSG00000159592.11,GPBP1L1,-0.2852255058623642,0.1419952045246066,-0.25637219065059974,0.30225298004417395,Not significant
ENSG00000140451.13,PIF1,-1.2891927392124862,0.1420034217123845,0.02029006420231893,0.9757181681699896,Not significant
ENSG00000161217.12,PCYT1A,0.22275607146984944,0.14213795769279516,-0.10017185686499742,0.7627055485524556,Not significant
ENSG00000128050.9,PAICS,-0.3705327846988792,0.1422007613808144,0.24553388733093673,0.3859570902188521,Not significant
ENSG00000129472.15,RAB2B,0.35833782763663646,0.1423946006588356,0.26308160861118235,0.4359112758539036,Not significant
ENSG00000109452.13,INPP4B,-0.3079825923742485,0.1427226559676378,0.29224919399433963,0.17390614354832215,Not significant
ENSG00000268205.1,NA,0.6387978188299005,0.1427922211394057,0.3405158594763067,0.291417251983961,Not significant
ENSG00000088205.13,DDX18,-0.22208938383227872,0.1430541175873839,-0.27296367327073956,0.1672408618509146,Not significant
ENSG00000168685.15,IL7R,0.6720777841890884,0.14311701594019774,-2.1574253227727658,1.0838111970863961e-8,KO only
ENSG00000147955.18,SIGMAR1,-0.2732261612039878,0.1435591360245837,-1.1169500150872649,0.02865783069766346,KO only
ENSG00000156983.17,BRPF1,-0.402028126819251,0.14373459533769645,-0.3536411801945479,0.3725925983194328,Not significant
ENSG00000136156.15,ITM2B,0.1978040243527385,0.14373459533769645,0.31202196542567984,0.08039083373074617,Not significant
ENSG00000136197.14,C7orf25,0.538650304358673,0.14379734947214212,0.3993479169066499,0.5288550791597629,Not significant
ENSG00000204389.10,HSPA1A,0.3059853073817564,0.1439842279284344,0.37178520797091413,0.19229134768549427,Not significant
ENSG00000125875.15,TBC1D20,0.2408019542024406,0.14422983820642502,-0.00874351828923256,0.9892285460643206,Not significant
ENSG00000127364.4,TAS2R4,-3.619745003028166,0.1443309068628643,-0.8043768512312581,0.266006331813006,Not significant
ENSG00000072803.18,FBXW11,0.2402534440255415,0.14446037265795106,0.3321959662111811,0.41418119646504525,Not significant
ENSG00000204406.14,MBD5,0.4167955789194897,0.1445523067464953,0.9017852098387222,0.09213383591423388,Not significant
ENSG00000115425.14,PECR,0.33067979237008505,0.1445755449723622,0.12997414722064174,0.7985688981559103,Not significant
ENSG00000170876.9,TMEM43,0.24464418588144235,0.1445755449723622,0.26441050025547175,0.3369570433078029,Not significant
ENSG00000198816.7,ZNF358,0.45990299366618,0.14469735039036852,1.096999213357838,0.18692672437179825,Not significant
ENSG00000136098.18,NEK3,1.0752074534848026,0.14469735039036852,0.20452836764708113,0.7483932175713154,Not significant
ENSG00000108344.15,PSMD3,0.251904447730351,0.14478237863399135,-0.24885018441978177,0.304805355058906,Not significant
ENSG00000145779.8,TNFAIP8,-0.22166541915314972,0.14485040722511933,-0.4147498023576659,0.01969202674977276,KO only
ENSG00000111707.12,SUDS3,0.24485787114324167,0.1449215275915817,0.5752212391735672,0.03820772919044948,KO only
ENSG00000127337.7,YEATS4,-0.4607436722437347,0.1449950743405617,-0.32434033025053177,0.12401546559288218,Not significant
ENSG00000299578.1,NA,-1.4698829817848311,0.14525626088202392,0.5015971043418707,0.5674315619740364,Not significant
ENSG00000139343.11,SNRPF,-0.44497858386454014,0.145358836432621,-0.3870828983412106,0.04446486937764857,KO only
ENSG00000198830.13,HMGN2,0.24846826718389425,0.14537911668248335,-0.2923338392443272,0.04236428477370618,KO only
ENSG00000164091.12,WDR82,-0.16222158095362468,0.14537911668248335,-0.2057084528090473,0.27042160770736345,Not significant
ENSG00000122122.10,SASH3,-0.2188707307221348,0.14545743870643238,-0.6015247075428984,0.0763647645606269,Not significant
ENSG00000106144.20,CASP2,-0.24254508895475757,0.14567897077494,-0.3140882367864121,0.23510749677396503,Not significant
ENSG00000163611.11,SPICE1,-0.6111726600878716,0.1459064967768895,-0.12033712951556204,0.8836783640664388,Not significant
ENSG00000078237.7,TIGAR,-0.8504283164713509,0.14614711775754854,-0.7673167690652476,0.3274927464579116,Not significant
ENSG00000138381.10,ASNSD1,-0.2859265018032736,0.14629401334906203,0.11317068650651202,0.7856576456401427,Not significant
ENSG00000272447.1,LOC642361,2.006255634177902,0.14631562438527676,0.07703815244196253,0.9411923455464984,Not significant
ENSG00000256862.6,PARP11-AS1,-3.3903654129483227,0.1466160394771661,-0.2964549261389782,0.442250509168593,Not significant
ENSG00000178057.15,NDUFAF3,0.37249868117781026,0.14685687524421956,0.151121421860127,0.7629002152485423,Not significant
ENSG00000134321.13,RSAD2,0.29053882926369523,0.14716292085193197,1.3498293697842334,0.03908293091260593,KO only
ENSG00000147439.14,BIN3,-0.4503583314861555,0.14729632304161794,-0.2985654439976285,0.6797098260857694,Not significant
ENSG00000170264.13,FAM161A,-1.9427190739942068,0.14733450137642418,0.40341806299127814,0.6255490496833689,Not significant
ENSG00000160799.13,CCDC12,-0.32608595215539726,0.14733450137642418,-0.3887426809930531,0.17368576840965003,Not significant
ENSG00000157911.11,PEX10,0.4970574167203392,0.1482960407508983,-0.08304361924199034,0.9435348654307468,Not significant
ENSG00000176749.9,CDK5R1,-0.537996628346159,0.14901902993189853,-0.0330276164152543,0.9497576674049856,Not significant
ENSG00000184014.9,DENND5A,-0.3524033736390059,0.14901902993189853,1.7991572328391554,0.00258831587066736,KO only
ENSG00000119760.16,SUPT7L,0.3272755976529879,0.14909513955503875,0.5748414155419861,0.15052244289140068,Not significant
ENSG00000135341.19,MAP3K7,0.24858649260608204,0.14909513955503875,0.04516528650511123,0.8903006389919127,Not significant
ENSG00000179912.21,R3HDM2,0.35394820516506614,0.1493105291277364,0.17399238664038927,0.5212149344909622,Not significant
ENSG00000068079.8,IFI35,0.3809378801166003,0.149601461332305,0.8177218283528247,0.2788838859239559,Not significant
ENSG00000160877.7,NACC1,-0.21273925270817065,0.14961194603159425,-0.3528493598781626,0.6666228837777582,Not significant
ENSG00000167196.14,FBXO22,-0.388652332939176,0.14968363640800766,-0.08578295445558014,0.8018277742997955,Not significant
ENSG00000161813.23,LARP4,0.24001455320562817,0.14968363640800766,-0.03049130075961262,0.944826968234894,Not significant
ENSG00000142208.19,AKT1,0.23636718144113167,0.1496943694319214,-0.3672335674689825,0.6200649147458969,Not significant
ENSG00000267100.3,ILF3-DT,-0.927673610646812,0.1496943694319214,-0.7246747003859514,0.06826106829603616,Not significant
ENSG00000004961.15,HCCS,0.3883962472254164,0.14970042761187,0.1501754824550726,0.7396308941468949,Not significant
ENSG00000136731.13,UGGT1,0.2893133463742759,0.14978154827270454,-0.302836680809332,0.28734462577934566,Not significant
ENSG00000103254.10,ANTKMT,1.0498327101995366,0.14978154827270454,2.0371454278659886,0.07085288036608213,Not significant
ENSG00000186575.20,NF2,-0.2620002041992911,0.1503006934300081,-0.1005731538362481,0.8575018704983887,Not significant
ENSG00000114030.13,KPNA1,-0.23695452020013685,0.15033106340743074,-0.26623738468408553,0.4762761766469808,Not significant
ENSG00000273559.5,CWC25,-0.31973691053690323,0.1503888949191992,-0.25288724422690256,0.45747633020819023,Not significant
